region_id	region_name	region_ent_type	total_value	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LG-61045	Polpithigama PS	lg	25354	22943	1320	14	6	172	811	14	60	6	7	1
EC-04G	Hewaheta	pd	25343	3732	16159	3941	54	1094	304	1	45	6	4	3
LG-21041	Pathhewaheta PS	lg	25343	3732	16159	3941	54	1094	304	1	45	6	4	3
LK-2112	Pathadumbara	dsd	25283	17234	7201	75	16	502	194	1	53	5	1	1
LK-8103	Mahiyanganaya	dsd	25173	22121	2220	12	6	234	516	1	49	5	7	2
LG-81038	Mahiyanganaya PS	lg	25173	22121	2220	12	6	234	516	1	49	5	7	2
LK-7215	Thamankaduwa	dsd	25158	23745	1153	24	1	62	101	3	54	15	0	0
LG-21047	Yatinuwara PS	lg	25086	7734	15892	576	37	576	191	0	70	4	4	2
LK-1131	Ratmalana	dsd	25005	8707	15396	73	290	13	8	7	499	11	1	0
EC-01G	Ratmalana	pd	25005	8707	15396	73	290	13	8	7	499	11	1	0
LK-9203	Rambukkana	dsd	24601	19218	4480	135	11	344	294	2	109	4	4	0
EC-22D	Rambukkana	pd	24601	19218	4480	135	11	344	294	2	109	4	4	0
LG-92037	Rambukkana PS	lg	24601	19218	4480	135	11	344	294	2	109	4	4	0
LK-7212	Dimbulagala	dsd	24257	20986	2606	11	10	150	427	3	56	8	0	0
LG-72031	Dimbulagala PS	lg	24257	20986	2606	11	10	150	427	3	56	8	0	0
EC-19I	Haputale	pd	24250	5828	12424	2794	282	2125	656	3	107	15	13	3
LK-6203	Kalpitiya	dsd	24165	4838	16812	48	2	8	8	1581	767	83	1	17
LK-6172	Kuliyapitiya West	dsd	24056	20881	2592	10	19	302	109	9	121	4	8	1
EC-22B	Galigamuwa	pd	24032	13700	8023	1263	81	547	346	4	60	2	5	1
LK-6154	Kurunegala	dsd	23802	21001	2336	39	12	135	169	0	94	11	1	4
LK-6215	Puttalam	dsd	23692	9092	13411	15	3	64	197	268	565	71	3	3
LK-3145	Akmeemana	dsd	23381	6560	15434	128	590	203	215	2	232	6	9	2
LG-31031	Akmeemana PS	lg	23381	6560	15434	128	590	203	215	2	232	6	9	2
LG-82039	Thanamalvila PS	lg	23346	16094	6002	16	123	361	701	1	35	6	6	1
LK-1330	Matugama	dsd	23326	1460	19666	398	747	785	194	2	57	2	13	2
LG-13038	Mathugama PS	lg	23326	1460	19666	398	747	785	194	2	57	2	13	2
EC-01D	Colombo East	pd	23283	7691	15324	45	149	5	10	1	50	4	2	2
LK-9230	Dehiowita	dsd	23238	961	20211	675	440	481	273	5	169	8	12	3
LG-92032	Dehiovita PS	lg	23238	961	20211	675	440	481	273	5	169	8	12	3
LG-71037	Kekirawa PS	lg	23227	19447	3347	13	14	91	271	0	38	3	2	1
LK-2206	Dambulla	dsd	22894	14524	7557	16	7	222	502	4	47	10	4	1
EC-04D	Ududumbara	pd	22672	17072	3106	1715	24	462	261	2	24	4	2	0
LK-8127	Uvaparanagama	dsd	22605	8007	7245	554	77	6464	110	2	95	10	40	1
EC-19F	Uva Paranagama	pd	22605	8007	7245	554	77	6464	110	2	95	10	40	1
LG-81043	Uva Paranagama  PS	lg	22605	8007	7245	554	77	6464	110	2	95	10	40	1
LK-9142	Godakawela	dsd	22586	7139	12032	712	248	888	1500	0	57	1	8	1
LG-91044	Godakawela PS	lg	22586	7139	12032	712	248	888	1500	0	57	1	8	1
EC-19C	Passara	pd	22385	5946	9605	3275	313	2962	227	1	36	12	5	3
LK-2312	Nuwara Eliya	dsd	22302	3976	14611	1707	375	437	62	6	1016	95	11	6
LK-3315	Ambalantota	dsd	22250	19473	2432	10	5	154	139	2	34	0	1	0
LG-33031	Ambalantota PS	lg	22250	19473	2432	10	5	154	139	2	34	0	1	0
LK-2203	Galewela	dsd	22154	18576	2820	14	4	210	476	2	38	7	6	1
LG-22033	Galewela PS	lg	22154	18576	2820	14	4	210	476	2	38	7	6	1
LG-31033	Baddegama PS	lg	22131	9062	11747	227	226	372	250	0	236	5	5	1
LG-92035	Kegalle PS	lg	22094	11438	8439	1180	17	616	293	0	98	4	5	4
LG-33035	Katuwana PS	lg	22016	18271	2164	191	57	422	879	1	24	2	4	1
LG-31011	Galle MC	lg	21893	10037	11046	86	392	120	24	1	178	5	1	3
LK-2218	Matale	dsd	21828	15942	5160	110	23	266	262	2	45	10	5	3
LK-5324	Kinniya	dsd	21750	19501	1937	4	7	21	50	89	105	34	1	1
LK-3333	Tangalle	dsd	21731	18690	2697	22	3	110	160	4	38	4	1	2
LG-71041	Nuwaragam Palatha Central PS	lg	21533	16271	4428	3	6	180	594	8	22	14	6	1
LK-8121	Badulla	dsd	21528	6510	12221	633	64	1959	83	0	45	6	6	1
EC-19D	Badulla	pd	21528	6510	12221	633	64	1959	83	0	45	6	6	1
LG-32035	Kamburupitiya PS	lg	21495	14057	5956	108	604	499	201	1	55	7	2	5
LK-8221	Wellawaya	dsd	21409	16926	3138	20	5	581	652	4	64	5	9	5
LG-82040	Wellawaya PS	lg	21409	16926	3138	20	5	581	652	4	64	5	9	5
LG-32011	Matara MC	lg	21203	16295	4493	57	128	73	11	0	138	6	0	2
LK-7133	Nuwaragam Palatha East	dsd	21194	17042	3979	37	2	34	62	2	26	4	3	3
LK-9215	Galigamuwa	dsd	21095	13222	6058	924	71	474	292	4	44	1	4	1
LG-92034	Galigamuwa PS	lg	21095	13222	6058	924	71	474	292	4	44	1	4	1
LK-9118	Balangoda	dsd	20998	3081	15844	685	139	654	509	1	76	3	3	3
LK-3309	Thissamaharama	dsd	20935	15977	4488	58	3	273	80	8	32	4	12	0
LG-33038	Thissamaharama PS	lg	20935	15977	4488	58	3	273	80	8	32	4	12	0
LK-1118	Padukka	dsd	20691	915	18012	484	998	136	67	0	60	7	10	2
EC-10D	Manipay	pd	20660	351	19638	81	17	136	92	16	279	39	5	6
EC-19B	Viyaluwa	pd	20587	13927	3101	781	10	2480	223	1	55	5	4	0
EC-10E	Kopay	pd	20583	390	19447	32	19	119	145	56	297	37	4	37
LG-41011	Jaffna MC	lg	20576	281	19936	31	24	44	43	4	192	11	0	10
LG-43033	Vavuniya South (Tamil) PS	lg	20538	3904	15900	26	5	126	149	31	304	90	0	3
LK-7206	Medirigiriya	dsd	20510	18840	1317	17	8	81	227	1	15	3	1	0
LG-72035	Medirigiriya PS	lg	20510	18840	1317	17	8	81	227	1	15	3	1	0
LK-9103	Eheliyagoda	dsd	20297	1055	17348	639	593	270	296	1	78	2	14	1
LG-91034	Eheliyagoda PS	lg	20297	1055	17348	639	593	270	296	1	78	2	14	1
LK-6145	Panduwasnuwara West	dsd	20217	19017	903	8	2	71	67	9	127	9	2	2
LK-7203	Higurakgoda	dsd	20141	17584	2060	20	3	111	320	4	27	8	2	2
LG-72033	Hingurakgoda PS	lg	20141	17584	2060	20	3	111	320	4	27	8	2	2
LG-31039	Rajgama PS	lg	19894	5260	13854	82	57	370	158	1	106	3	3	0
LK-7115	Nuwaragam Palatha Central	dsd	19849	15623	3745	5	3	112	311	4	34	6	5	1
LK-3109	Karandeniya	dsd	19823	3890	15001	49	17	540	295	0	24	2	2	3
LG-31040	Karandeniya PS	lg	19823	3890	15001	49	17	540	295	0	24	2	2	3
LK-9209	Aranayake	dsd	19811	14253	4123	665	7	332	349	2	75	4	0	1
EC-22F	Aranayaka	pd	19811	14253	4123	665	7	332	349	2	75	4	0	1
LG-92031	Aranayaka  PS	lg	19811	14253	4123	665	7	332	349	2	75	4	0	1
LK-6160	Mawathagama	dsd	19764	16222	2930	18	4	328	201	0	48	8	2	3
LG-61040	Mawathagama PS	lg	19764	16222	2930	18	4	328	201	0	48	8	2	3
LG-31036	Bope_Poddala PS	lg	19724	5999	12979	112	245	210	66	0	100	7	1	5
LK-6245	Wennappuwa	dsd	19695	14616	4837	4	10	54	11	4	143	2	1	13
LK-6142	Bingiriya	dsd	19673	17729	1340	6	16	248	135	35	144	12	7	1
LG-61032	Bingiriya PS	lg	19673	17729	1340	6	16	248	135	35	144	12	7	1
LG-33037	Tangalle PS	lg	19670	16958	2384	20	3	105	158	3	33	4	1	1
LK-6136	Wariyapola	dsd	19586	18611	631	4	4	88	178	9	48	6	6	1
LG-21040	Pathadumbara PS	lg	19573	13365	5539	56	9	420	147	0	34	3	0	0
LK-2233	Ukuwela	dsd	19554	13303	4519	666	35	642	304	2	74	5	2	2
LK-4509	Karachchi	dsd	19488	254	18630	17	0	111	108	48	267	46	0	7
EC-04A	Galagedara	pd	19410	14256	4188	139	6	350	398	0	65	5	1	2
LG-21043	Thumpane PS	lg	19410	14256	4188	139	6	350	398	0	65	5	1	2
LK-4118	Valikamam East (Kopay)	dsd	19402	384	18301	31	18	111	140	54	286	36	4	37
LG-41037	Valikamam East PS	lg	19402	384	18301	31	18	111	140	54	286	36	4	37
LK-5218	Sammanthurai	dsd	19400	17800	1374	2	0	40	21	3	100	58	0	2
LG-52043	Sammanthurai PS	lg	19400	17800	1374	2	0	40	21	3	100	58	0	2
LK-5327	Muthur	dsd	19400	13234	5168	7	6	35	156	121	528	79	0	66
LG-53036	Muttur PS	lg	19400	13234	5168	7	6	35	156	121	528	79	0	66
LK-3112	Elpitiya	dsd	19310	4530	13647	210	121	534	227	2	33	4	2	0
LG-31037	Elpitiya PS	lg	19310	4530	13647	210	121	534	227	2	33	4	2	0
LK-3239	Weligama	dsd	19263	11968	6157	86	527	263	63	0	195	1	1	2
LK-6242	Nattandiya	dsd	19220	13708	4941	21	28	86	32	16	380	4	2	2
LG-12023	Katunayaka- Seeduwa UC/Katana PS	lg	19189	7728	11341	19	7	29	2	1	58	2	1	1
LG-71011	Anuradhapura MC/ Nuwaragam Palatha Central PS	lg	19051	15549	3386	25	4	20	27	1	36	1	1	1
LK-6184	Alawwa	dsd	19020	15922	2158	14	13	411	351	4	132	8	6	1
LG-61031	Alawwa PS	lg	19020	15922	2158	14	13	411	351	4	132	8	6	1
LK-6187	Polgahawela	dsd	18944	15647	2855	72	5	138	158	1	59	7	0	2
LK-4130	Thenmaradchi (Chavakachcheri)	dsd	18897	256	18087	13	3	30	44	76	367	15	3	3
EC-10H	Chavakachcheri	pd	18897	256	18087	13	3	30	44	76	367	15	3	3
LG-22039	Ukuwela PS	lg	18838	12755	4367	664	33	633	302	2	73	5	2	2
LK-6124	Maho	dsd	18820	17887	619	5	3	81	172	13	33	2	2	3
LG-62032	Arachchikattuwa PS	lg	18810	15736	2253	7	6	45	39	238	474	8	0	4
LK-6248	Dankotuwa	dsd	18761	13553	4840	8	6	134	34	6	158	6	6	10
LK-6218	Mundel	dsd	18707	10317	7038	17	3	28	37	832	392	37	1	5
LG-91043	Weligepola PS	lg	18700	6597	9589	300	29	501	1627	6	43	4	4	0
LK-3106	Balapitiya	dsd	18692	3510	13604	82	120	1040	260	0	65	2	9	0
EC-07A	Balapitiya	pd	18692	3510	13604	82	120	1040	260	0	65	2	9	0
LG-31034	Balapitiya PS	lg	18692	3510	13604	82	120	1040	260	0	65	2	9	0
LK-1312	Bulathsinhala	dsd	18669	573	16314	646	386	331	239	1	167	3	6	3
LG-13034	Bulathsinhala PS	lg	18669	573	16314	646	386	331	239	1	167	3	6	3
LK-4133	Nallur	dsd	18614	207	18142	39	26	59	18	3	95	17	0	8
EC-10I	Nallur	pd	18614	207	18142	39	26	59	18	3	95	17	0	8
LK-1327	Dodangoda	dsd	18525	1380	14844	435	1262	297	209	0	85	3	4	6
LG-13035	Dodangoda PS	lg	18525	1380	14844	435	1262	297	209	0	85	3	4	6
LK-6233	Chilaw	dsd	18494	14297	3328	7	25	34	36	100	656	5	2	4
LG-91042	Ratnapura PS	lg	18454	771	15204	895	54	438	832	2	243	5	4	6
LK-5203	Dehiattakandiya	dsd	18437	16396	1529	2	1	113	370	0	19	4	1	2
LG-52034	Dehiattakandiya PS	lg	18437	16396	1529	2	1	113	370	0	19	4	1	2
LK-9221	Ruwanwella	dsd	18290	891	15361	604	544	493	232	0	151	4	5	5
LG-92038	Ruwanwella  PS	lg	18290	891	15361	604	544	493	232	0	151	4	5	5
LK-3312	Hambantota	dsd	18259	13568	4419	6	3	86	136	3	30	6	2	0
LK-9115	Imbulpe	dsd	18205	2589	12541	1366	392	719	529	0	59	3	6	1
LG-23031	Ambagamuwa PS	lg	18200	571	14287	2764	27	179	173	2	179	10	8	0
LK-3209	Pasgoda	dsd	18139	8833	7053	535	518	507	571	3	116	1	0	2
LG-32040	Pasgoda PS	lg	18139	8833	7053	535	518	507	571	3	116	1	0	2
LG-31032	Ambalangoda PS	lg	18118	4304	12703	25	18	634	365	1	65	1	2	0
LK-7154	Kekirawa	dsd	18082	15532	2272	12	14	73	152	0	24	2	0	1
LK-8133	Bandarawela	dsd	17973	4756	8889	888	432	2881	51	0	62	6	7	1
LK-2124	Medadumbara	dsd	17917	5421	8814	1844	38	1303	446	0	41	8	2	0
EC-04E	Teldeniya	pd	17917	5421	8814	1844	38	1303	446	0	41	8	2	0
EC-01C	Borella	pd	17866	5591	12055	70	96	5	2	2	38	3	0	4
LK-6106	Galgamuwa	dsd	17858	16460	1110	19	6	56	167	0	30	9	0	1
LG-13011	Kalutara MC	lg	17817	5183	11168	108	1151	90	36	1	69	6	2	3
LG-12012	Gampaha MC	lg	17802	7991	9192	20	140	273	151	0	28	5	1	1
LK-8212	Siyambalanduwa	dsd	17784	12974	2908	7	7	371	1460	9	22	3	22	1
LG-82038	Siyambalanduwa PS	lg	17784	12974	2908	7	7	371	1460	9	22	3	22	1
LK-3206	Kotapola	dsd	17734	3345	12695	371	338	344	464	0	165	7	5	0
LG-32036	Kotapola PS	lg	17734	3345	12695	371	338	344	464	0	165	7	5	0
LK-2309	Walapane	dsd	17697	3827	8962	1959	35	2607	136	1	146	14	8	2
LG-21036	Medadumbara PS	lg	17665	5375	8655	1810	38	1298	438	0	41	8	2	0
LK-7148	Thalawa	dsd	17628	14464	2826	19	7	100	185	7	15	4	1	0
LK-8224	Buttala	dsd	17488	14865	1609	8	14	338	599	3	42	6	3	1
LG-82033	Buttala PS	lg	17488	14865	1609	8	14	338	599	3	42	6	3	1
LK-9227	Yatiyantota	dsd	17393	1167	14402	981	66	435	117	0	213	3	8	1
LG-92040	Yatiyanthota PS	lg	17393	1167	14402	981	66	435	117	0	213	3	8	1
LK-5212	Uhana	dsd	17326	15532	1100	10	5	149	479	1	44	2	3	1
LG-52045	Uhana PS	lg	17326	15532	1100	10	5	149	479	1	44	2	3	1
LG-91036	Imbulpe PS	lg	17275	2394	11985	1230	362	710	527	0	57	3	6	1
LK-2157	Pasbagekorale	dsd	17272	1048	14160	1718	90	120	76	0	52	7	1	0
LK-8106	Rideemaliyadda	dsd	17251	14932	1548	25	2	321	377	0	28	5	11	2
LG-81041	Rideemaliyadda PS	lg	17251	14932	1548	25	2	321	377	0	28	5	11	2
LG-11025	Boralesgamuwa UC	lg	17094	5254	11159	24	539	63	19	0	27	7	1	1
LK-6181	Narammala	dsd	17026	13704	2681	16	6	268	221	5	111	9	5	0
LG-61049	Narammala PS	lg	17026	13704	2681	16	6	268	221	5	111	9	5	0
LK-3154	Habaraduwa	dsd	16999	5134	10895	97	466	166	98	1	134	4	2	2
LG-31038	Habaraduwa PS	lg	16999	5134	10895	97	466	166	98	1	134	4	2	2
LK-3133	Ambalangoda	dsd	16798	3924	11938	53	28	515	284	1	53	1	1	0
LG-23037	Noorwood PS	lg	16697	394	12436	3247	65	289	205	0	37	8	7	9
LK-9136	Nivithigala	dsd	16642	1319	13235	973	58	393	602	2	54	1	5	0
EC-10B	Vaddukoddai	pd	16633	356	15500	37	38	117	159	105	281	20	3	17
LK-2145	Pathahewaheta	dsd	16618	3374	9908	2378	40	645	224	1	37	6	3	2
LK-2303	Kothmale East	dsd	16612	688	11888	3120	13	411	238	0	219	12	19	4
LK-5136	Manmunai South & Eruvil Pattu	dsd	16572	14882	1159	3	1	2	5	74	356	75	1	14
LG-51038	Manmunai South & Eruvil Pattu PS	lg	16572	14882	1159	3	1	2	5	74	356	75	1	14
LK-2306	Hanguranketa	dsd	16557	3403	8255	4165	53	479	157	2	33	3	5	2
LK-3330	Beliatta	dsd	16473	13182	2403	12	14	454	380	1	26	0	1	0
LG-33033	Beliatta PS	lg	16473	13182	2403	12	14	454	380	1	26	0	1	0
LK-6157	Mallawapitiya	dsd	16432	14435	1568	36	25	167	159	0	33	5	3	1
LK-6169	Kuliyapitiya East	dsd	16420	14575	1532	3	6	97	130	2	71	3	1	0
LK-1310	Ingiriya	dsd	16382	680	14536	274	619	72	80	3	97	9	11	1
LG-62038	Puttalam PS	lg	16165	6979	7928	8	6	66	206	424	468	75	2	3
EC-01E	Colombo West	pd	16155	6047	9900	44	120	5	0	2	30	0	1	6
LG-23038	Agarapathana PS	lg	16070	760	11666	2881	287	175	239	2	44	2	3	11
LK-2121	Minipe	dsd	15952	14269	1266	85	8	169	135	1	17	2	0	0
LG-21037	Minipe PS	lg	15952	14269	1266	85	8	169	135	1	17	2	0	0
LK-7139	Nochchiyagama	dsd	15943	12563	3194	5	1	50	106	1	15	5	2	1
LG-71040	Nochchiyagama PS	lg	15943	12563	3194	5	1	50	106	1	15	5	2	1
LK-8215	Monaragala	dsd	15888	11515	2996	24	8	487	805	4	35	3	8	3
LG-82037	Moneragala PS	lg	15888	11515	2996	24	8	487	805	4	35	3	8	3
LK-6175	Udubaddawa	dsd	15815	12000	3234	4	16	292	75	8	175	7	3	1
LG-61048	Udubaddawa PS	lg	15815	12000	3234	4	16	292	75	8	175	7	3	1
LK-1339	Walallawita	dsd	15809	697	13167	289	356	945	302	0	48	0	5	0
LG-13040	Walallawita PS	lg	15809	697	13167	289	356	945	302	0	48	0	5	0
LG-71042	Nuwaragam Palatha East PS	lg	15747	12816	2742	17	6	55	88	1	11	5	3	3
LG-44043	Puthukudiyiruppu PS	lg	15745	427	14427	11	2	75	33	115	546	74	0	35
LG-91033	Balangoda PS	lg	15695	3556	10064	620	107	541	744	1	58	3	1	0
LK-1318	Millaniya	dsd	15648	916	11905	201	2283	103	86	2	130	3	17	2
LG-13043	Millaniya PS	lg	15648	916	11905	201	2283	103	86	2	130	3	17	2
LK-2106	Poojapitiya	dsd	15610	10157	4515	271	7	411	195	0	48	4	2	0
LG-21042	Pujapitiya PS	lg	15610	10157	4515	271	7	411	195	0	48	4	2	0
LK-2230	Rattota	dsd	15594	8376	4265	1364	56	1178	321	0	24	4	2	4
LG-22038	Rattota PS	lg	15594	8376	4265	1364	56	1178	321	0	24	4	2	4
LK-2109	Akurana	dsd	15564	11081	4038	78	6	162	148	0	48	1	1	1
LG-21031	Akurana PS	lg	15564	11081	4038	78	6	162	148	0	48	1	1	1
LK-2154	Ganga Ihala Korale	dsd	15525	1672	11542	1591	78	397	199	0	40	6	0	0
LG-21032	Ganga Ihala Korale	lg	15525	1672	11542	1591	78	397	199	0	40	6	0	0
LG-11021	Kolonnawa UC	lg	15466	3728	10947	92	70	8	4	3	551	5	0	58
LG-91011	Ratnapura MC/ Ratnapura PS	lg	15448	1606	13375	214	58	57	102	0	34	1	1	0
LK-3124	Nagoda	dsd	15445	6179	8291	145	239	240	246	1	103	0	1	0
LG-31041	Nagoda PS	lg	15445	6179	8291	145	239	240	246	1	103	0	1	0
LK-3142	Bope-Poddala	dsd	15444	4713	10122	98	196	187	52	0	70	4	0	2
LG-22032	Dambulla PS	lg	15443	10746	4063	9	4	158	419	1	35	4	3	1
LK-3318	Angunakolapelessa	dsd	15372	13671	1379	3	3	108	189	1	16	1	0	1
LG-33032	Angunakolapelessa PS	lg	15372	13671	1379	3	3	108	189	1	16	1	0	1
LG-72038	Polonnaruwa PS	lg	15300	14431	666	24	1	40	83	3	40	12	0	0
LK-9133	Kalawana	dsd	15099	465	12939	547	88	183	743	1	116	4	12	1
LG-91037	Kalawana PS	lg	15099	465	12939	547	88	183	743	1	116	4	12	1
LK-3324	Katuwana	dsd	15091	12315	1622	84	21	354	671	0	19	2	2	1
LK-3248	Dikwella	dsd	15073	11100	3307	34	66	285	227	0	47	1	5	1
LG-32033	Dickwella PS	lg	15073	11100	3307	34	66	285	227	0	47	1	5	1
LK-3218	Akuressa	dsd	15065	4459	9254	183	582	308	189	0	89	0	0	1
LG-32031	Akuressa PS	lg	15065	4459	9254	183	582	308	189	0	89	0	0	1
LK-7109	Medawachchiya	dsd	15056	12289	2303	7	3	81	333	3	34	1	1	1
LG-71038	Medawachchiya PS	lg	15056	12289	2303	7	3	81	333	3	34	1	1	1
LK-1336	Palindanuwara	dsd	14918	343	12587	338	377	651	392	0	219	2	8	1
LG-13042	Palindanuwara PS	lg	14918	343	12587	338	377	651	392	0	219	2	8	1
LK-3221	Welipitiya	dsd	14800	5018	8295	98	914	278	84	0	109	2	2	0
LK-9151	Kolonna	dsd	14773	7934	4408	531	38	548	1283	3	25	2	1	0
LG-91038	Kolonna PS	lg	14773	7934	4408	531	38	548	1283	3	25	2	1	0
LG-21034	Kandy Four Graverts &Gangawata Korale PS	lg	14663	4634	9472	198	22	234	74	0	25	3	1	0
LK-6239	Mahawewa	dsd	14662	10150	3708	68	17	52	27	31	597	8	0	4
LK-6236	Madampe	dsd	14626	8834	5271	7	7	130	49	27	296	4	1	0
LK-3203	Pitabaddara	dsd	14606	5461	7553	252	347	375	368	1	240	6	3	0
LG-32043	Pitadeddara PS	lg	14606	5461	7553	252	347	375	368	1	240	6	3	0
EC-10C	Kankesanthurai	pd	14585	180	13872	49	0	38	20	122	262	26	3	13
LK-3212	Mulatiyana	dsd	14550	11382	2090	173	394	283	206	0	19	2	1	0
LG-32039	Mulatiyana PS	lg	14550	11382	2090	173	394	283	206	0	19	2	1	0
LK-4203	Mannar Town	dsd	14549	337	13686	10	0	2	5	343	137	20	1	8
LK-7127	Galenbidunuwewa	dsd	14371	11653	2425	4	5	151	117	0	11	2	1	2
LG-71031	Galenbindunuwewa PS	lg	14371	11653	2425	4	5	151	117	0	11	2	1	2
LK-3303	Sooriyawewa	dsd	14365	10285	3707	4	4	222	119	1	19	0	2	2
LG-33040	Sooriyawewa PS	lg	14365	10285	3707	4	4	222	119	1	19	0	2	2
LG-41031	Chavakachcheri PS	lg	14280	202	13613	12	2	25	43	73	295	11	3	1
LG-51034	Koralai Pattu PS	lg	14264	10506	2534	3	2	6	40	289	776	96	1	11
LK-2142	Doluwa	dsd	14236	786	11319	1575	67	249	209	0	25	4	2	0
LK-3127	Baddegama	dsd	14223	5653	7707	165	106	257	158	0	170	3	3	1
LG-23034	Nuwara Eliya PS	lg	14144	2493	9068	1399	342	285	48	5	409	81	10	4
LK-5321	Kantale	dsd	14128	10187	3709	24	3	50	122	2	20	5	3	3
LG-53032	Kanthale PS	lg	14128	10187	3709	24	3	50	122	2	20	5	3	3
LK-7218	Elahera	dsd	14047	12824	878	8	1	117	198	0	15	3	2	1
LG-72032	Elahera PS	lg	14047	12824	878	8	1	117	198	0	15	3	2	1
EC-10G	Point Pedro	pd	13991	136	13427	77	9	8	23	99	178	16	2	16
LK-8233	Sevanagala	dsd	13878	9792	3596	10	122	145	187	0	18	4	3	1
LK-4109	Valikamam South West (Sandilipay)	dsd	13821	245	12981	38	15	60	101	125	209	35	2	10
LG-41040	Valikamam South West PS	lg	13821	245	12981	38	15	60	101	125	209	35	2	10
LK-3103	Bentota	dsd	13661	2605	8574	38	498	1644	236	1	62	1	2	0
LG-31035	Benthota PS	lg	13661	2605	8574	38	498	1644	236	1	62	1	2	0
LK-8203	Bibile	dsd	13645	11605	1155	91	13	428	307	0	22	7	17	0
LG-82032	Bibila PS	lg	13645	11605	1155	91	13	428	307	0	22	7	17	0
LK-3321	Weeraketiya	dsd	13610	11671	1399	6	13	191	303	2	25	0	0	0
LG-53011	Trincomalee MC	lg	13594	2051	11341	12	2	28	26	0	108	22	0	4
LK-8118	Passara	dsd	13500	3553	5861	1881	228	1848	95	1	23	6	2	2
LG-81040	Passara PS	lg	13500	3553	5861	1881	228	1848	95	1	23	6	2	2
LK-5224	Kalmunai	dsd	13481	12681	685	4	0	0	0	1	90	18	0	2
LK-3325	Walasmulla	dsd	13427	11726	978	110	59	152	379	2	16	1	3	1
EC-10F	Udupiddy	pd	13407	304	12779	21	7	31	43	36	162	17	4	3
LK-3151	Imaduwa	dsd	13341	3244	9028	103	621	161	112	0	62	5	3	2
LG-31046	Imaduwa PS	lg	13341	3244	9028	103	621	161	112	0	62	5	3	2
LK-3148	Yakkalamulla	dsd	13328	5848	6548	56	385	172	202	1	112	2	1	1
LG-31045	Yakkalamulla PS	lg	13328	5848	6548	56	385	172	202	1	112	2	1	1
LK-8139	Haputale	dsd	13280	3346	7485	1022	95	1033	232	0	55	9	2	1
LK-7145	Thambuththegama	dsd	13271	11084	2020	2	0	59	88	0	12	3	1	2
LK-8218	Badalkumbura	dsd	13219	8721	2831	368	94	808	366	1	23	2	4	1
LG-82031	Badalkumbura PS	lg	13219	8721	2831	368	94	808	366	1	23	2	4	1
LG-53040	Trincomalee Town and Gravets  PS	lg	13190	2450	10381	22	0	72	65	12	141	47	0	0
LK-5233	Addalaichenai	dsd	13178	9574	3091	49	3	41	116	76	135	79	2	12
LG-52031	Addalachchanai PS	lg	13178	9574	3091	49	3	41	116	76	135	79	2	12
LK-5215	Ampara	dsd	13172	11638	1103	2	13	95	274	0	43	1	3	0
LK-4115	Valikamam South (Uduvil)	dsd	13108	183	12497	57	4	103	61	13	172	12	3	3
LG-41039	Valikamam South PS	lg	13108	183	12497	57	4	103	61	13	172	12	3	3
LK-3245	Devinuwara	dsd	13098	6664	5360	124	156	619	98	0	72	1	3	1
LG-32032	Devinuwara PS	lg	13098	6664	5360	124	156	619	98	0	72	1	3	1
LK-8136	Ella	dsd	13052	3470	6436	584	170	2237	90	1	55	2	7	0
LK-9233	Deraniyagala	dsd	12972	393	10938	854	27	243	155	2	353	2	5	0
LG-92033	Deraniyagala PS	lg	12972	393	10938	854	27	243	155	2	353	2	5	0
LK-5124	Kattankudy	dsd	12899	12374	150	2	2	3	1	1	296	56	0	14
LG-51021	Kattankudy UC	lg	12899	12374	150	2	2	3	1	1	296	56	0	14
LK-6133	Ganewatta	dsd	12898	12073	440	6	2	94	253	5	17	2	5	1
LK-9224	Bulathkohipitiya	dsd	12895	1070	9783	1288	101	373	181	0	90	1	7	1
LG-92041	Bulathkohupitiya PS	lg	12895	1070	9783	1288	101	373	181	0	90	1	7	1
LK-6224	Anamaduwa	dsd	12891	11655	897	5	5	57	214	9	44	3	1	1
LG-23036	Maskeliya PS	lg	12839	191	10381	1852	90	90	82	2	135	11	0	5
LK-6121	Nikaweratiya	dsd	12752	12201	411	2	1	35	74	3	18	2	5	0
LK-6230	Arachchikattuwa	dsd	12661	11083	1053	1	3	25	25	116	349	3	0	3
LG-62011	Puttalam MC	lg	12533	5527	6629	10	0	10	24	74	239	18	1	1
LK-2315	Ambagamuwa Korale	dsd	12515	206	10106	1789	12	86	140	1	162	7	6	0
LK-7121	Kahatagasdigiliya	dsd	12483	10972	1262	9	2	38	159	1	37	0	1	2
LG-71035	Kahatagasdigiliya PS	lg	12483	10972	1262	9	2	38	159	1	37	0	1	2
LG-22011	Matale MC/ Matale PS	lg	12419	9378	2772	40	7	100	88	2	22	6	1	3
LK-9139	Kahawattha	dsd	12358	1624	8403	900	97	627	676	0	27	0	4	0
LG-91045	Kahawatta PS	lg	12358	1624	8403	900	97	627	676	0	27	0	4	0
LK-7160	Ipalogama	dsd	12338	10026	2064	5	1	39	185	2	11	5	0	0
LG-71034	Ipalogama PS	lg	12338	10026	2064	5	1	39	185	2	11	5	0	0
LG-81033	Ella  PS	lg	12324	3369	5972	575	158	2105	86	1	50	2	6	0
